dist_mpc,vel_kms
84.69999694824219,4976.0
23.399999618530273,1952.0
27.700000762939453,1747.0
24.200000762939453,3158.0
90.80000305175781,9477.0
41.400001525878906,3056.0
154.1999969482422,9323.0
71.4000015258789,5376.0
25.799999237060547,1387.0
126.5,7714.0
80.9000015258789,6445.0
35.0,3101.0
121.30000305175781,11214.0
22.799999237060547,2017.0
106.19999694824219,5503.0
153.5,12914.0
87.9000015258789,6341.0
52.5,3668.0
102.0,8873.0
169.8000030517578,12057.0
124.69999694824219,12361.0
74.80000305175781,5152.0
57.5,4683.0
133.0,10565.0
102.80000305175781,9746.0
27.5,1733.0
47.599998474121094,4172.0
54.0,6847.0
31.200000762939453,2007.0
26.399999618530273,2381.0
98.5,6654.0
68.5,4120.0
134.89999389648438,12657.0
169.0,14465.0
109.5999984741211,5909.0
145.1999969482422,15913.0
153.5,16137.0
128.39999389648438,10064.0
15.199999809265137,857.0
64.0,5172.0
120.80000305175781,10100.0
78.30000305175781,6670.0
74.80000305175781,4739.0
69.5,5316.0
32.79999923706055,1759.0
49.0,2955.0
75.5,5536.0
95.9000015258789,5711.0
118.5999984741211,5289.0
64.0,4565.0
136.10000610351562,11093.0
103.30000305175781,5984.0
195.89999389648438,13802.0
198.1999969482422,15111.0
184.5,12972.0
68.5,5817.0
73.5,4767.0
72.0999984741211,4889.0
106.19999694824219,7757.0
93.80000305175781,11592.0
94.5999984741211,6790.0
68.9000015258789,4155.0
192.3000030517578,14989.0
112.69999694824219,11984.0
177.8000030517578,11372.0
176.1999969482422,14789.0
78.69999694824219,5664.0
14.699999809265137,1146.0
41.5,3234.0
104.69999694824219,6179.0
48.5,4020.0
23.799999237060547,1296.0
133.39999389648438,9897.0
78.0,6434.0
98.19999694824219,7398.0
132.39999389648438,15251.0
68.9000015258789,5198.0
121.30000305175781,10371.0
150.0,10976.0
101.9000015258789,6452.0
36.5,1869.0
23.200000762939453,2459.0
171.39999389648438,9973.0
102.80000305175781,6194.0
143.1999969482422,9013.0
